App,Category,Rating,Reviews,Size,Installs,Type,Content Rating
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",Free,Everyone
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",Free,Everyone
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",Free,Everyone
Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",Free,Everyone
Self Healing,HEALTH_AND_FITNESS,4.5,14394,9.9M,"500,000+",Free,Everyone
Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",Free,Everyone
Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",Free,Everyone
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,Varies with device,"1,000,000+",Free,Everyone
Pacifica - Stress & Anxiety,HEALTH_AND_FITNESS,4.5,10253,Varies with device,"500,000+",Free,Teen
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40M,"100,000+",Free,Everyone
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",Free,Everyone
"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",Free,Everyone
Insight Timer - Free Meditation App,HEALTH_AND_FITNESS,4.6,20161,Varies with device,"1,000,000+",Free,Everyone
Self-help Anxiety Management,HEALTH_AND_FITNESS,4,2894,23M,"500,000+",Free,Everyone 10+
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",Free,Everyone
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,Everyone
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,8.4M,"1,000,000+",Free,Everyone
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",Free,Everyone
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,Varies with device,"500,000+",Free,Teen
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455,Varies with device,"5,000,000+",Free,Everyone
Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,4.1,111462,Varies with device,"5,000,000+",Free,Everyone
White Noise Lite,HEALTH_AND_FITNESS,4.4,57634,41M,"1,000,000+",Free,Everyone
Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",Free,Everyone
"Stop, Breathe & Think: Meditation & Mindfulness",HEALTH_AND_FITNESS,4.3,8576,Varies with device,"1,000,000+",Free,Everyone
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,Everyone
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,Everyone
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",Free,Everyone
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,Everyone
"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,4.8,3167,7.5M,"100,000+",Free,Everyone
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,Varies with device,"1,000,000+",Free,Everyone
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",Free,Everyone
Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,65913,7.7M,"5,000,000+",Free,Everyone
"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,4.1,24977,21M,"1,000,000+",Free,Everyone
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4,6000,18M,"1,000,000+",Free,Everyone
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",Free,Everyone
Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",Free,Everyone
Latest 2018 Home Designs,HOUSE_AND_HOME,,174,8.7M,"10,000+",Free,Everyone
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353799,Varies with device,"10,000,000+",Free,Everyone
Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6M,"500,000+",Free,Everyone
Yongqing fast search,HOUSE_AND_HOME,3.7,1437,Varies with device,"100,000+",Free,Everyone
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",Free,Everyone
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,Everyone
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1M,"1,000,000+",Free,Everyone
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13M,"1,000,000+",Free,Everyone
Living Smart Home,HOUSE_AND_HOME,4.6,39189,Varies with device,"1,000,000+",Free,Everyone
591 Housing Trading - Hong Kong,HOUSE_AND_HOME,4.3,3522,15M,"100,000+",Free,Everyone
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,4.4,71419,Varies with device,"5,000,000+",Free,Everyone
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,Everyone
"Domofond Real Estate. Buy, rent an apartment.",HOUSE_AND_HOME,4.5,39123,Varies with device,"1,000,000+",Free,Everyone
"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,3.8,14653,Varies with device,"1,000,000+",Free,Everyone
Yes319 real price login query,HOUSE_AND_HOME,,12,5.1M,"5,000+",Free,Everyone
DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26M,"5,000,000+",Free,Everyone
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",Free,Teen
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",Free,Everyone
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,Everyone
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800,Varies with device,"1,000,000+",Free,Everyone
Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4,4281,27M,"100,000+",Free,Everyone
Rent.com Apartment Homes,HOUSE_AND_HOME,4,7508,5.1M,"1,000,000+",Free,Everyone
Good house to buy a house,HOUSE_AND_HOME,3.8,491,15M,"100,000+",Free,Everyone
LH Housing Promotion Notice,HOUSE_AND_HOME,,160,3.1M,"100,000+",Free,Everyone
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,Everyone
Hemnet,HOUSE_AND_HOME,3.6,4087,9.2M,"500,000+",Free,Everyone
At home - rental · real estate · room finding application such as apartment · apartment,HOUSE_AND_HOME,3.8,2496,Varies with device,"500,000+",Free,Everyone
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,Varies with device,"5,000,000+",Free,Everyone
House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",Free,Teen
Home tips and advice,HOUSE_AND_HOME,,10,2.6M,"5,000+",Free,Everyone
"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,4.5,7619,13M,"100,000+",Free,Everyone
Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",Free,Everyone
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",Free,Everyone
"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15M,"100,000+",Free,Everyone
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,,10,4.2M,"10,000+",Free,Everyone
iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8M,"100,000+",Free,Everyone
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,Everyone
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",Free,Everyone
Bedroom Decorating Ideas,HOUSE_AND_HOME,4,2382,5.9M,"500,000+",Free,Everyone
Room Painting Ideas,HOUSE_AND_HOME,4,4450,7.6M,"1,000,000+",Free,Everyone
Kitchen Island Ideas,HOUSE_AND_HOME,4,515,5.8M,"50,000+",Free,Everyone
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353800,Varies with device,"10,000,000+",Free,Everyone
Living Room Decorating Ideas,HOUSE_AND_HOME,4,4465,5.8M,"1,000,000+",Free,Everyone
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3M,"500,000+",Free,Everyone
Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5M,"1,000,000+",Free,Everyone
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,Everyone
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,"500,000+",Free,Everyone
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,Everyone
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,Everyone
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,Everyone
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",Free,Everyone
Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",Free,Everyone
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,Everyone
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,Everyone
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27387,Varies with device,"1,000,000+",Free,Everyone
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,4.4,71421,Varies with device,"5,000,000+",Free,Everyone
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,Everyone
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353813,Varies with device,"10,000,000+",Free,Everyone
Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16M,"50,000+",Free,Everyone
Public Digital Library,LIBRARIES_AND_DEMO,3.9,2087,Varies with device,"50,000+",Free,Everyone
Quotes,LIBRARIES_AND_DEMO,4.4,58,15M,"10,000+",Free,Everyone
Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21M,"100,000+",Free,Everyone
Lamp detector,LIBRARIES_AND_DEMO,,5,1.8M,"1,000+",Free,Everyone
SUDOKU,LIBRARIES_AND_DEMO,4.1,923,4.3M,"100,000+",Free,Everyone
General culture,LIBRARIES_AND_DEMO,,26,10M,"10,000+",Free,Everyone
Luffs,LIBRARIES_AND_DEMO,,487,3.7M,"100,000+",Free,Everyone
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,232k,"5,000,000+",Free,Everyone
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99M,"50,000+",Free,Everyone
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,624k,"10,000,000+",Free,Everyone
Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9M,"1,000+",Free,Everyone
Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,4.3,1465,7.0M,"100,000+",Free,Everyone
auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0M,"50,000+",Free,Everyone
converter video to mp3,LIBRARIES_AND_DEMO,4.4,783,6.4M,"100,000+",Free,Everyone
eBiblio,LIBRARIES_AND_DEMO,3.4,2907,Varies with device,"50,000+",Free,Everyone
chicken song,LIBRARIES_AND_DEMO,4.3,434,16M,"100,000+",Free,Everyone
Words (188 Category),LIBRARIES_AND_DEMO,,54,5.9M,"10,000+",Free,Everyone
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95M,"50,000+",Free,Everyone
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,Everyone
MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,4.6,2580,20M,"100,000+",Free,Everyone
Cold Spirits,LIBRARIES_AND_DEMO,,363,2.5M,"100,000+",Free,Everyone
Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50M,"10,000,000+",Free,Everyone
How to sew & make the easiest pattern,LIBRARIES_AND_DEMO,,110,10M,"10,000+",Free,Everyone
I will return his eggs,LIBRARIES_AND_DEMO,,91,18M,"100,000+",Free,Everyone
Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES_AND_DEMO,4.6,130,12M,"10,000+",Free,Everyone
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,,25,2.5M,"10,000+",Free,Everyone
Sad hair without net,LIBRARIES_AND_DEMO,,20,2.1M,"5,000+",Free,Everyone
Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,4.4,7396,22M,"500,000+",Free,Everyone
Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,41k,"5,000,000+",Free,Everyone
Super Funny Ringtones 2018 🔔,LIBRARIES_AND_DEMO,4.5,1703,22M,"100,000+",Free,Everyone
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,Everyone
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5M,"10,000+",Free,Everyone
OpenCV Manager,LIBRARIES_AND_DEMO,3.7,12657,Varies with device,"1,000,000+",Free,Everyone
Eternal life,LIBRARIES_AND_DEMO,5,26,2.5M,"1,000+",Free,Everyone
V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1M,"500,000+",Free,Everyone
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,Everyone
Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24M,"100,000+",Free,Everyone
Wifi Test,LIBRARIES_AND_DEMO,4,8671,3.1M,"1,000,000+",Free,Everyone
Patience Words,LIBRARIES_AND_DEMO,,31,3.4M,"10,000+",Free,Everyone
Market Update Helper,LIBRARIES_AND_DEMO,4.1,20145,11k,"1,000,000+",Free,Everyone
Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13M,"500,000+",Free,Everyone
Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19M,"500,000+",Free,Everyone
R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5M,"100,000+",Free,Everyone
Mama Lala 's song,LIBRARIES_AND_DEMO,,102,21M,"50,000+",Free,Everyone
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4M,"500,000+",Free,Everyone
Young Speeches,LIBRARIES_AND_DEMO,,2221,2.4M,"500,000+",Free,Everyone
New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36M,"1,000,000+",Free,Everyone
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,Everyone
Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32M,"5,000,000+",Free,Teen
metroZONE,LIFESTYLE,4.1,47497,34M,"10,000,000+",Free,Everyone
Easy Hair Style Design,LIFESTYLE,4.3,601,5.1M,"100,000+",Free,Everyone
Talking Babsy Baby: Baby Games,LIFESTYLE,4,140995,100M,"10,000,000+",Free,Everyone
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80M,"5,000,000+",Free,Everyone
Girly Wallpapers Backgrounds,LIFESTYLE,4.4,13565,3.3M,"1,000,000+",Free,Everyone
Chart - Myanmar Keyboard,LIFESTYLE,4.4,39364,28M,"5,000,000+",Free,Everyone
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0M,"1,000,000+",Free,Everyone
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11M,"10,000,000+",Free,Everyone 10+
Entel,LIFESTYLE,3.2,16168,55M,"1,000,000+",Free,Everyone
ZenUI Safeguard,LIFESTYLE,4.5,100,7.1M,"1,000,000+",Free,Everyone
Live 4D Results ! (MY & SG),LIFESTYLE,4.6,116079,3.2M,"5,000,000+",Free,Everyone
Diary with lock,LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,Everyone
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16M,"500,000+",Free,Everyone
Telstra,LIFESTYLE,3,4260,6.3M,"5,000,000+",Free,Everyone
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45M,"10,000,000+",Free,Everyone
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23M,"1,000,000+",Free,Everyone
Safeway,LIFESTYLE,4.3,33572,37M,"1,000,000+",Free,Everyone
HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,Everyone
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,4.3,34327,8.1M,"5,000,000+",Free,Everyone
Tattoodo - Find your next tattoo,LIFESTYLE,4.5,7457,13M,"1,000,000+",Free,Teen
H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,Everyone
Samsung+,LIFESTYLE,4.5,82145,30M,"50,000,000+",Free,Everyone
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36M,"1,000,000+",Free,Everyone
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0M,"500,000+",Free,Everyone
Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4M,"500,000+",Free,Everyone
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39M,"1,000,000+",Free,Everyone
Caf - My Account,LIFESTYLE,3.9,18961,1.8M,"5,000,000+",Free,Everyone
H Pack,LIFESTYLE,4.3,9412,1.7M,"1,000,000+",Free,Everyone
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,Everyone
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,4.7,2225,15M,"100,000+",Free,Everyone
w UN map,LIFESTYLE,4.2,23164,10.0M,"1,000,000+",Free,Mature 17+
Official Matsumoto Kiyoshi application,LIFESTYLE,3.2,3031,2.7M,"1,000,000+",Free,Everyone
Galaxy Gift,LIFESTYLE,4.4,95557,16M,"10,000,000+",Free,Everyone
PASS by KT (formerly KT certified),LIFESTYLE,3.5,7869,21M,"1,000,000+",Free,Everyone
Safety stepping stone,LIFESTYLE,3.7,4212,20M,"1,000,000+",Free,Everyone
Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14M,"10,000,000+",Free,Everyone
US Mission - buy gourmet movie KTV,LIFESTYLE,3.8,6554,76M,"500,000+",Free,Teen
OK cashbag [point of pleasure],LIFESTYLE,3.7,33264,18M,"10,000,000+",Free,Everyone
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34782,12M,"1,000,000+",Free,Everyone
MK eCatalog,LIFESTYLE,4,6676,6.2M,"1,000,000+",Free,Everyone
Vaniday - Beauty Booking App,LIFESTYLE,3.6,1067,Varies with device,"100,000+",Free,Everyone
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,Everyone
Mirror,LIFESTYLE,4.1,367505,Varies with device,"10,000,000+",Free,Everyone
StyleSeat,LIFESTYLE,4.7,20304,24M,"500,000+",Free,Everyone
Wedding Countdown Widget,LIFESTYLE,3.9,7376,19M,"1,000,000+",Free,Everyone
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147,13M,"1,000,000+",Free,Everyone
justWink Greeting Cards,LIFESTYLE,4.6,69177,15M,"1,000,000+",Free,Teen
Wedding LookBook by The Knot,LIFESTYLE,4.2,3448,13M,"100,000+",Free,Everyone
Vaniday - Beauty Booking App,LIFESTYLE,3.6,1067,Varies with device,"100,000+",Free,Everyone
Big Days - Events Countdown,LIFESTYLE,4.6,39724,Varies with device,"1,000,000+",Free,Everyone
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44M,"1,000,000+",Free,Everyone
Been Together (Ad) - D-day,LIFESTYLE,4.4,95736,Varies with device,"10,000,000+",Free,Everyone
WedMeGood - Wedding Planner,LIFESTYLE,4.6,1658,9.7M,"100,000+",Free,Everyone
StyleSeat,LIFESTYLE,4.7,20304,24M,"500,000+",Free,Everyone
DIY Garden Ideas,LIFESTYLE,4.1,3309,13M,"500,000+",Free,Everyone
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,Everyone
Creative Ideas - DIY & Craft,LIFESTYLE,4,5208,4.5M,"100,000+",Free,Teen
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29M,"5,000,000+",Free,Everyone
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34802,12M,"1,000,000+",Free,Everyone
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,Teen
My Dressing - Fashion closet,LIFESTYLE,4.1,12452,Varies with device,"500,000+",Free,Everyone
Chictopia,LIFESTYLE,4.1,360,4.6M,"10,000+",Free,Everyone
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,Everyone
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,Everyone
Zara,LIFESTYLE,4.3,95904,33M,"10,000,000+",Free,Everyone
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,Teen
My Dressing - Fashion closet,LIFESTYLE,4.1,12452,Varies with device,"500,000+",Free,Everyone
Chictopia,LIFESTYLE,4.1,360,4.6M,"10,000+",Free,Everyone
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,Everyone
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,Everyone
Zara,LIFESTYLE,4.3,95905,33M,"10,000,000+",Free,Everyone
Real Estate by Movoto,LIFESTYLE,4.4,3114,13M,"100,000+",Free,Everyone
Etta Homes,LIFESTYLE,4.2,220,15M,"50,000+",Free,Everyone
Houlihan Lawrence,LIFESTYLE,4.4,33,23M,"5,000+",Free,Everyone
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7M,"100,000+",Free,Everyone
Housing-Real Estate & Property,LIFESTYLE,4.1,28301,Varies with device,"1,000,000+",Free,Everyone
ZipRealty Real Estate & Homes,LIFESTYLE,4,3937,15M,"100,000+",Free,Everyone
Sotheby's International Realty,LIFESTYLE,4.2,894,25M,"50,000+",Free,Everyone
Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,4.1,21195,Varies with device,"1,000,000+",Free,Everyone
Neighborhoods & Apartments,LIFESTYLE,3.9,2042,3.0M,"100,000+",Free,Everyone
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22M,"1,000,000+",Free,Everyone
Relax Rain ~ Rain Sounds,LIFESTYLE,4.6,118034,Varies with device,"5,000,000+",Free,Everyone
Relax Ocean ~ Nature Sounds,LIFESTYLE,4.5,9464,Varies with device,"500,000+",Free,Everyone
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5M,"500,000+",Free,Everyone
Nature Sounds,LIFESTYLE,4.8,28588,24M,"1,000,000+",Free,Everyone
SleepyTime: Bedtime Calculator,LIFESTYLE,4.4,19621,Varies with device,"500,000+",Free,Everyone
White Noise Baby,LIFESTYLE,4.5,10544,44M,"1,000,000+",Free,Everyone
White Noise ~ Sleeping Sounds,LIFESTYLE,4.5,4427,Varies with device,"100,000+",Free,Everyone
"Journey - Diary, Journal",LIFESTYLE,4.6,50338,Varies with device,"1,000,000+",Free,Everyone
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14M,"100,000+",Free,Teen
ROBLOX,GAME,4.5,4447388,67M,"100,000,000+",Free,Everyone 10+
Subway Surfers,GAME,4.5,27722264,76M,"1,000,000,000+",Free,Everyone 10+
Candy Crush Saga,GAME,4.4,22426677,74M,"500,000,000+",Free,Everyone
Solitaire,GAME,4.7,254258,23M,"10,000,000+",Free,Everyone
Bubble Shooter,GAME,4.5,148897,46M,"10,000,000+",Free,Everyone
Hello Kitty Nail Salon,GAME,4.2,369203,24M,"50,000,000+",Free,Everyone
slither.io,GAME,4.4,5234162,Varies with device,"100,000,000+",Free,Everyone
Clash Royale,GAME,4.6,23133508,97M,"100,000,000+",Free,Everyone 10+
Temple Run 2,GAME,4.3,8118609,62M,"500,000,000+",Free,Everyone
Pou,GAME,4.3,10485308,24M,"500,000,000+",Free,Everyone
Helix Jump,GAME,4.2,1497361,33M,"100,000,000+",Free,Everyone
Block Puzzle,GAME,4.6,59800,7.8M,"5,000,000+",Free,Everyone
Angry Birds Rio,GAME,4.4,2610526,46M,"100,000,000+",Free,Everyone
Plants vs. Zombies FREE,GAME,4.4,4066989,69M,"100,000,000+",Free,Everyone 10+
Sonic Dash,GAME,4.5,3778921,75M,"100,000,000+",Free,Everyone
Candy Crush Soda Saga,GAME,4.4,6198563,67M,"100,000,000+",Free,Everyone
Zombie Hunter King,GAME,4.3,10306,50M,"1,000,000+",Free,Mature 17+
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,Everyone 10+
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,Teen
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,"5,000,000+",Free,Everyone
PAC-MAN,GAME,4.2,685981,37M,"100,000,000+",Free,Everyone
Super Jim Jump - pixel 3d,GAME,4.5,10393,18M,"1,000,000+",Free,Everyone
8 Ball Pool,GAME,4.5,14198297,52M,"100,000,000+",Free,Everyone
Magic Tiles 3,GAME,4.5,592068,Varies with device,"50,000,000+",Free,Everyone
Bubble Witch 3 Saga,GAME,4.7,1732263,78M,"50,000,000+",Free,Everyone
Word Search,GAME,4.7,295241,3.9M,"10,000,000+",Free,Everyone
Granny,GAME,4.5,1135631,59M,"50,000,000+",Free,Teen
Angry Birds Classic,GAME,4.4,5566669,97M,"100,000,000+",Free,Everyone
Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,Everyone
Race the Traffic Moto,GAME,3.8,270687,38M,"10,000,000+",Free,Teen
Fishdom,GAME,4.6,2157930,Varies with device,"10,000,000+",Free,Everyone
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,Everyone
Zombie Tsunami,GAME,4.4,4920817,Varies with device,"100,000,000+",Free,Everyone 10+
Bubble Shooter 2,GAME,4.3,23005,Varies with device,"5,000,000+",Free,Everyone
Barbie™ Fashion Closet,GAME,4.1,68057,85M,"10,000,000+",Free,Everyone
Candy Crush Jelly Saga,GAME,4.3,1300490,78M,"50,000,000+",Free,Everyone
Hill Climb Racing,GAME,4.4,8923587,63M,"100,000,000+",Free,Everyone
Gardenscapes,GAME,4.6,4128732,Varies with device,"50,000,000+",Free,Everyone
Marble - Temple Quest,GAME,4.3,42053,24M,"10,000,000+",Free,Everyone
Shooting King,GAME,4.4,257724,69M,"10,000,000+",Free,Everyone 10+
Zombie Catchers,GAME,4.7,990491,75M,"10,000,000+",Free,Everyone
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,Varies with device,"100,000,000+",Free,Everyone 10+
Farm Heroes Saga,GAME,4.4,7614130,70M,"100,000,000+",Free,Everyone
Geometry Dash World,GAME,4.6,760628,63M,"10,000,000+",Free,Everyone
